chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr2	113515432	113515535	48	Fmn1	+	15.25	8.76	13.73	1.75	-1.11
chr2	113539135	113539248	-296	4930533B01Rik	+	34.50	29.08	27.80	1.19	-1.24
chr2	113589418	113589635	-533	Grem1	+	34.25	56.19	39.19	-1.64	1.14
chr2	113980955	113981055	46	Mir7002	+	31.25	41.96	28.63	-1.34	-1.09
chr2	114683754	114683854	-573	Gm13974	+	7.25	6.19	7.25	1.17	-1
chr2	115175404	115175504	-693	4930528P14Rik	+	4.50	4.40	2.50	1.02	-1.8
chr2	115468973	115469073	-183	Mir1951	+	3.50	9.30	4.50	-2.67	1.28
chr2	115895365	115895465	124	Meis2	+	10.25	15.33	14.35	-1.5	1.4
chr2	115895557	115895657	-68	Meis2	+	11.50	13.80	15.00	-1.2	1.3
chr2	115895688	115895788	-199	Meis2	+	10.50	13.17	13.65	-1.25	1.3
chr2	115897523	115897651	-119	G630016G05Rik	+	11.75	19.78	12.77	-1.68	1.08
chr2	115898274	115898374	-399	Meis2	+	2.00	2.50	4.00	-1.23	2
chr2	117079603	117079703	-567	Fam98b	+	15.00	16.16	8.28	-1.08	-1.82
chr2	117079951	117080051	-219	Fam98b	+	6.25	11.35	18.75	-1.82	2.99
chr2	117080086	117080186	-84	Fam98b	+	5.50	11.80	16.00	-2.15	2.9
chr2	117173349	117173449	-41	Rasgrp1	+	8.75	4.76	9.26	1.83	1.06
chr2	117644227	117644327	-994	Gm13985	+	7.50	13.80	7.50	-1.84	-1
chr2	117941757	117941857	-124	Gm13986	+	18.50	19.20	16.00	-1.04	-1.16
chr2	117941869	117941969	-236	Gm13986	+	19.00	15.70	15.50	1.21	-1.23
chr2	118203876	118203976	-26	Gpr176	+	64.25	89.07	97.45	-1.39	1.52
chr2	118204010	118204126	-168	Gpr176	+	56.75	64.12	73.22	-1.13	1.29
chr2	118428248	118428456	-340	Bub1b	+	23.25	10.97	37.20	2.12	1.6
chr2	118756297	118756397	-631	Chst14	+	3.75	17.06	5.89	-4.55	1.57
chr2	119156867	119156983	-247	Gm14207	+	105.25	74.91	112.13	1.41	1.07
chr2	119618455	119618592	-505	Rpap1	+	132.50	95.68	161.42	1.38	1.22
chr2	119802827	119802927	-303	Mapkbp1	+	84.50	48.83	72.18	1.73	-1.17
chr2	120076345	120076511	-612	Pla2g4e	+	25.75	20.99	33.37	1.22	1.3
chr2	120970481	120970720	-309	Adal	+	77.00	44.80	93.30	1.72	1.21
chr2	121305063	121305163	-609	Mfap1b	+	7.50	8.90	7.00	-1.18	-1.07
chr2	122065323	122065423	53	Sord	+	14.50	12.37	9.84	1.17	-1.48
chr2	122298217	122298317	11	Bambi-ps1	+	11.00	5.90	3.00	1.86	-3.67
chr2	122606207	122606377	-987	Sqor	+	38.00	28.13	39.93	1.35	1.05
chr2	125625137	125625250	-403	Secisbp2l	+	477.75	433.80	532.06	1.1	1.11
chr2	125625556	125625656	-816	Secisbp2l	+	35.00	36.36	34.90	-1.04	-1
chr2	127182905	127183102	-553	Astl	+	156.00	148.05	146.14	1.05	-1.07
chr2	127363196	127363346	41	Kcnip3	+	18.25	13.61	13.18	1.34	-1.39
chr2	127363664	127363764	300	Kcnip3	+	12.75	9.12	14.79	1.39	1.16
chr2	129211770	129211870	-2	Il1bos	+	13.25	5.79	13.76	2.29	1.04
chr2	130291606	130291737	-527	Ptpra	+	71.25	72.53	80.31	-1.02	1.13
chr2	130424432	130424572	6	Avp	+	161.25	108.34	139.68	1.49	-1.15
chr2	130906274	130906374	-590	Adam33	+	110.00	80.33	127.88	1.37	1.16
chr2	130906456	130906568	-778	Adam33	+	140.25	92.34	162.99	1.52	1.16
chr2	130968399	130968499	-883	Hspa12b	+	2.50	4.90	8.00	-1.97	3.19
chr2	132527873	132527973	-928	Shld1	+	10.00	12.80	13.00	-1.28	1.3
chr2	132688204	132688304	-332	Crls1	+	5.75	8.53	5.75	-1.48	-1
chr2	132688338	132688444	-195	Crls1	+	4.75	3.37	4.75	1.4	-1
chr2	134486583	134486683	-592	Tmx4	+	22.50	12.80	28.40	1.76	1.26
chr2	134486687	134486787	-696	Tmx4	+	21.50	11.80	30.90	1.82	1.44
chr2	134486814	134486914	-823	Tmx4	+	18.00	10.51	23.66	1.71	1.31
chr2	135893980	135894080	-229	Lamp5	+	12.50	13.30	21.00	-1.06	1.68
chr2	135894113	135894213	-96	Lamp5	+	11.00	12.30	12.50	-1.12	1.13
chr2	136732706	136732806	-382	Slx4ip	+	6.75	5.69	6.23	1.19	-1.09
chr2	136732891	136732991	-197	Slx4ip	+	5.75	7.09	7.84	-1.23	1.36
chr2	139334947	139335070	-825	Sptlc3	+	14.50	23.10	25.50	-1.59	1.76
chr2	140237274	140237433	-2	Macrod2	+	28.50	21.72	46.21	1.31	1.62
chr2	143853408	143853613	-327	Rrbp1	+	69.50	36.87	50.63	1.89	-1.37
chr2	144369058	144369158	226	Dzank1	+	141.50	105.58	158.88	1.34	1.12
chr2	144369161	144369361	73	Dzank1	+	140.75	113.78	161.28	1.24	1.15
chr2	144441742	144441870	-67	Dtd1	+	19.00	16.76	32.25	1.13	1.7
chr2	145397318	145397418	-466	Gm14092	+	11.50	7.40	7.50	1.56	-1.54
chr2	145397445	145397591	-616	Gm14092	+	19.50	15.80	17.45	1.23	-1.12
chr2	146062785	146063060	-995	Insm1	+	48.25	53.71	51.74	-1.11	1.07
chr2	146384748	146384932	-11	4933406D12Rik	+	25.50	36.90	26.90	-1.45	1.06
chr2	147205124	147205333	-515	Pax1dt	+	41.50	52.60	38.90	-1.27	-1.07
chr2	148660985	148661085	-984	Cst13	+	10.00	14.10	6.32	-1.41	-1.59
chr2	148717481	148717581	-99	Cst3	+	9.00	18.70	12.00	-2.08	1.33
chr2	149671889	149671989	-764	Syndig1	+	16.50	11.45	5.67	1.44	-2.91
chr2	149672037	149672232	-569	Syndig1	+	32.00	25.60	20.50	1.25	-1.56
chr2	150023492	150023592	-133	Zfp1004	+	8.50	9.30	11.50	-1.1	1.35
chr2	150023687	150023787	62	Zfp1004	+	19.25	17.97	17.22	1.07	-1.12
chr2	150060033	150060191	93	Zfp937	+	20.25	33.49	20.25	-1.66	-1
chr2	150451058	150451240	-662	Apmap	+	30.50	47.70	31.40	-1.56	1.03
chr2	150451310	150451410	-873	Apmap	+	66.25	72.03	59.63	-1.09	-1.11
chr2	150851295	150851395	-27	Ninl	+	18.00	24.10	28.40	-1.34	1.58
chr2	151543701	151543915	-120	Tmem74b	+	19.50	17.75	28.12	1.1	1.44
chr2	151594247	151594347	-912	4930556L07Rik	+	10.25	5.76	8.20	1.78	-1.25
chr2	152332418	152332585	-443	Defb22	+	306.50	224.20	347.50	1.37	1.13
chr2	152413900	152414000	334	Gm14161	+	16.25	11.62	18.28	1.4	1.12
chr2	152414089	152414189	145	Gm14161	+	19.00	18.70	23.00	1.02	1.21
chr2	152414637	152414737	24	Defb21	+	81.50	53.94	87.37	1.51	1.07
chr2	152670529	152670635	-173	Bcl2l1	+	17.75	13.61	12.17	1.31	-1.46
chr2	152670828	152670928	-469	Bcl2l1	+	6.00	11.80	7.50	-1.97	1.25
chr2	152706187	152706287	-750	Mir5622	+	23.25	22.86	30.38	1.02	1.31
chr2	152794247	152794347	-795	Dusp15	+	33.50	24.60	25.00	1.36	-1.34
chr2	152794397	152794577	-985	Dusp15	+	38.00	24.63	40.50	1.54	1.07
chr2	152907250	152907350	-575	Ccm2l	+	4.25	11.14	0.53	-2.62	-8.02
chr2	153713011	153713175	-89	Sun5	+	15.50	12.40	20.15	1.25	1.3
chr2	153741419	153741589	-804	Bpifb6	+	58.50	52.36	77.20	1.12	1.32
chr2	153741735	153741835	-523	Bpifb6	+	34.75	23.59	33.63	1.47	-1.03
chr2	154215230	154215345	-648	Cdk5rap1	+	21.00	19.76	26.78	1.06	1.27
chr2	154215406	154215506	-817	Cdk5rap1	+	25.00	14.80	21.00	1.69	-1.19
chr2	154390350	154390474	-412	1700003F12Rik	+	26.00	10.30	16.00	2.52	-1.63
chr2	154412153	154412253	-391	E2f1	+	20.25	12.64	27.74	1.6	1.37
chr2	154855480	154855580	40	a	+	23.50	17.70	22.00	1.33	-1.07
chr2	155357390	155357614	-736	Ggt7	+	175.00	148.65	223.38	1.18	1.28
chr2	155592623	155592757	-447	Procr	+	125.50	86.28	115.09	1.45	-1.09
chr2	156705469	156705592	488	Rab5if	+	31.50	12.89	31.40	2.45	-1
chr2	156927886	156928069	-953	Tldc2	+	23.75	23.85	46.39	-1	1.95
chr2	157988734	157988982	-546	Tgm2	+	13.50	14.80	20.00	-1.09	1.48
chr2	160715717	160715872	-884	Zhx3	+	12.50	15.70	16.50	-1.26	1.32
chr2	160951896	160951996	-940	Chd6	+	17.75	14.10	8.11	1.26	-2.19
chr2	162931505	162931662	-62	Gtsf1l	+	194.00	111.10	187.58	1.75	-1.03
chr2	163240135	163240235	-272	Jph2	+	30.50	25.68	26.94	1.19	-1.13
chr2	163240268	163240368	-405	Jph2	+	29.00	20.70	20.00	1.4	-1.45
chr2	163240393	163240493	-530	Jph2	+	16.25	13.10	12.19	1.24	-1.34
chr2	163261791	163261967	188	2900093K20Rik	+	18.00	18.20	16.00	-1.01	-1.13
chr2	163261968	163262068	327	2900093K20Rik	+	15.00	14.30	19.00	1.05	1.26
chr2	163443943	163444043	-241	Ttpal	+	1.00	5.40	2.00	-5.41	2
chr2	163535199	163535318	-699	Pkig	+	40.25	27.49	43.21	1.46	1.07
chr2	163915756	163915856	-252	Stk4	+	9.75	2.93	13.34	3.39	1.37
chr2	164098909	164099009	-396	Svs3b	+	11.25	19.76	10.74	-1.75	-1.05
chr2	164497429	164497545	-479	Wfdc10	+	81.75	57.42	113.42	1.42	1.39
chr2	164515942	164516087	-7	Wfdc11	+	84.50	48.41	87.32	1.75	1.03
chr2	164516170	164516270	-213	Wfdc11	+	49.75	33.23	74.78	1.49	1.5
chr2	166646534	166646636	-916	Arfgef2	+	50.75	36.22	70.75	1.4	1.39
chr2	166646697	166646797	-754	Arfgef2	+	35.00	31.64	43.78	1.11	1.25
chr2	166885349	166885449	16	Znfx1	+	8.50	6.40	6.50	1.33	-1.31
chr2	166906274	166906468	-842	Snord12	+	180.75	125.53	206.02	1.44	1.14
chr2	167503504	167503620	-98	Peds1	+	73.00	35.91	77.46	2.03	1.06
chr2	167504003	167504103	-589	Peds1	+	25.50	13.28	19.26	1.92	-1.33
chr2	168553790	168553890	-85	Atp9a	+	10.50	9.80	13.00	1.07	1.24
chr2	168609875	168610013	-823	Sall4	+	17.75	13.12	24.85	1.36	1.4
chr2	172282255	172282355	-193	Rtf2	+	18.25	10.85	17.73	1.68	-1.03
chr2	172282366	172282497	-67	Rtf2	+	28.75	20.03	26.23	1.44	-1.1
chr2	173420068	173420275	-105	Ankrd60	+	137.75	110.20	175.29	1.25	1.27
chr2	174025859	174025959	-198	Gm10714	+	32.50	31.46	37.19	1.03	1.15
chr2	174026050	174026150	-389	Gm10714	+	14.25	16.90	15.78	-1.19	1.11
chr2	178071756	178071856	-502	Cdh26	+	4.75	3.23	3.69	1.45	-1.29
chr2	179868258	179868358	-656	Lama5	+	11.00	13.80	16.50	-1.25	1.5
chr2	179973870	179973970	-730	Gata5os	+	8.00	11.30	5.00	-1.41	-1.6
chr2	179976515	179976615	-93	Gata5	+	63.75	30.38	60.14	2.1	-1.06
chr2	180854999	180855155	-113	Srms	+	57.25	39.10	54.05	1.46	-1.06
chr2	180861641	180861741	-136	Fndc11	+	12.50	10.87	11.46	1.15	-1.09
chr2	181134807	181134931	-130	Abhd16b	+	16.75	6.31	18.78	2.66	1.12
chr2	181219888	181220025	-317	Uckl1os	+	43.00	29.66	54.53	1.45	1.27
chr2	181314000	181314104	-619	Sox18	+	24.00	19.48	22.40	1.23	-1.07
chr2	181314156	181314256	-773	Sox18	+	36.75	28.64	36.65	1.28	-1
chr3	7430979	7431079	-635	Pkia	+	4.00	2.50	1.50	1.63	-2.67
chr3	8528486	8528586	-378	Gm6194	+	17.50	14.80	23.00	1.19	1.31
chr3	8528881	8529052	-808	Gm6194	+	29.50	16.91	17.80	1.74	-1.66
chr3	8692212	8692312	-849	Gm32496	+	2.50	13.80	3.50	-5.51	1.4
chr3	9126480	9126580	-494	4930539M17Rik	+	4.00	2.00	10.00	2.03	2.5
chr3	9467985	9468085	-45	C030034L19Rik	+	6.25	10.87	8.33	-1.74	1.33
chr3	10076775	10076875	-820	Fabp5	+	12.75	14.52	15.30	-1.14	1.2
chr3	10077178	10077302	-405	Fabp5	+	6.00	5.90	9.50	1.02	1.58
chr3	10249370	10249599	-539	Pmp2	+	56.50	42.55	66.58	1.33	1.18
chr3	10431135	10431235	-848	Chmp4c	+	1.00	5.40	4.50	-5.41	4.49
chr3	13537686	13537880	-76	Ralyl	+	17.50	21.60	9.50	-1.24	-1.85
chr3	14874118	14874218	-743	Car1	+	9.75	13.94	10.26	-1.43	1.05
chr3	15035532	15035632	-679	A930001A20Rik	+	4.50	3.90	3.50	1.14	-1.29
chr3	16871193	16871293	-15	Gm30223	+	9.50	15.70	10.50	-1.66	1.1
chr3	18107623	18107723	-816	Bhlhe22	+	8.50	12.30	9.00	-1.45	1.06
chr3	19217098	19217232	94	Armc1	+	15.75	23.72	20.83	-1.51	1.32
chr3	19240567	19240667	-867	Mtfr1	+	26.50	31.32	38.35	-1.18	1.45
chr3	19240777	19240877	-657	Mtfr1	+	39.25	57.40	46.79	-1.46	1.19
chr3	20277130	20277270	-677	Mir7007	+	18.25	12.13	21.80	1.5	1.19
chr3	28037432	28037532	-838	Pld1	+	5.25	14.13	7.35	-2.68	1.4
chr3	28316973	28317073	-340	Tnik	+	11.25	8.71	13.30	1.3	1.18
chr3	28317145	28317245	-168	Tnik	+	8.25	7.18	10.31	1.15	1.25
chr3	28473317	28473417	-725	Mir466q	+	11.50	10.83	13.07	1.06	1.13
chr3	28473430	28473530	-612	Mir466q	+	8.50	11.30	7.50	-1.33	-1.14
chr3	28835971	28836071	595	Eif5a2	+	13.00	22.10	5.00	-1.7	-2.6
chr3	29135425	29135585	-431	Egfem1	+	10.50	33.40	9.00	-3.19	-1.17
chr3	29135744	29135844	-142	Egfem1	+	9.00	19.14	13.76	-2.12	1.53
chr3	29689845	29689945	-998	Mir21b	+	32.75	55.33	36.23	-1.69	1.11
chr3	29689997	29690149	-820	Mir21b	+	40.50	65.40	55.40	-1.62	1.37
chr3	30799651	30799751	-741	Samd7	+	8.75	12.93	2.06	-1.48	-4.26
chr3	31049058	31049158	-812	Prkci	+	10.75	14.85	16.89	-1.39	1.57
chr3	31049243	31049343	-627	Prkci	+	27.00	21.60	34.90	1.25	1.29
chr3	31049391	31049491	-479	Prkci	+	22.50	18.29	37.74	1.23	1.68
chr3	32583554	32583654	-27	Mfn1	+	5.25	8.02	5.78	-1.52	1.1
chr3	32871374	32871474	-351	Usp13	+	6.00	5.40	8.00	1.11	1.33
chr3	33039638	33039738	-460	Pex5l	+	3.50	8.40	6.50	-2.39	1.85
chr3	33078929	33079029	53	4930419G24Rik	+	9.75	4.78	7.70	2.03	-1.27
chr3	33137221	33137321	-62	Pex5l	+	5.50	11.30	6.00	-2.06	1.09
chr3	34692294	34692394	-269	Mir1897	+	33.50	34.88	31.88	-1.04	-1.05
chr3	34692513	34692629	-42	Mir1897	+	27.00	18.51	21.81	1.46	-1.24
chr3	36575457	36575557	54	Smim43	+	10.75	5.28	18.94	2.03	1.76
chr3	36606735	36606835	30	Exosc9	+	1.00	8.90	1.50	-8.85	1.5
chr3	36668181	36668339	-722	Bbs7	+	17.50	25.10	17.50	-1.43	-1
chr3	37402158	37402258	-594	Fgf2	+	6.75	8.97	8.83	-1.34	1.31
chr3	37667853	37667953	-159	4930594O21Rik	+	6.25	11.35	18.75	-1.82	2.99
chr3	41517242	41517342	-526	Jade1	+	11.75	17.33	6.64	-1.48	-1.77
chr3	51247944	51248044	71	Elf2	+	26.75	19.02	10.60	1.41	-2.53
chr3	52646424	52646524	-671	Gm2447	+	8.25	7.18	14.44	1.15	1.75
chr3	55046834	55046934	-575	Ccdc169	+	19.50	13.80	9.50	1.42	-2.06
chr3	55047011	55047171	-368	Ccdc169	+	28.00	16.41	19.35	1.7	-1.45
chr3	56091941	56092041	-869	Nbea	+	7.00	10.30	4.00	-1.48	-1.75
chr3	58434020	58434120	-765	Serp1	+	3.50	4.90	0.50	-1.41	-7.01
chr3	59102950	59103050	-475	Gpr87	+	8.50	14.30	6.00	-1.68	-1.42
chr3	59118584	59118684	-331	P2ry13	+	10.50	7.40	13.00	1.42	1.24
chr3	63758596	63758696	60	Plch1	+	10.50	20.70	9.50	-1.97	-1.11
chr3	63758831	63758931	-175	Plch1	+	10.25	12.98	14.86	-1.26	1.45
chr3	63807194	63807294	-361	Plch1	+	6.50	9.80	8.00	-1.51	1.23
chr3	63807607	63807707	-774	Plch1	+	7.00	8.40	7.00	-1.19	-1
chr3	63836909	63837166	-144	E130311K13Rik	+	25.50	38.40	19.50	-1.5	-1.31
chr3	63961166	63961266	-792	Vmn2r1	+	4.00	13.80	4.00	-3.44	-1
chr3	64417909	64418009	-803	Vmn2r5	+	2.50	5.40	4.00	-2.16	1.6
chr3	65257369	65257469	-569	A730090N16Rik	+	6.00	6.40	3.50	-1.07	-1.72
chr3	65435585	65435750	-201	Tiparp	+	22.75	22.85	16.55	-1	-1.38
chr3	67799402	67799502	-101	Iqschfp	+	10.25	6.74	10.76	1.52	1.05
chr3	68375150	68375375	-254	Schip1	+	20.50	23.85	21.04	-1.16	1.02
chr3	68479299	68479399	-352	Schip1	+	20.50	9.80	14.50	2.08	-1.42
chr3	68598665	68598765	-42	Il12a	+	2.00	6.90	9.00	-3.44	4.49
chr3	75563342	75563442	-354	Platr10	+	5.50	6.90	8.00	-1.25	1.45
chr3	75864271	75864371	-65	Golim4	+	29.50	36.40	31.40	-1.23	1.07
chr3	75864377	75864477	-171	Golim4	+	38.50	39.40	31.40	-1.02	-1.22
chr3	75864597	75864697	-391	Golim4	+	13.25	8.24	12.23	1.61	-1.09
chr3	75981044	75981144	-774	Fstl5	+	12.25	16.37	6.13	-1.34	-2
chr3	75981231	75981331	-587	Fstl5	+	11.00	13.80	3.50	-1.25	-3.15
chr3	79120042	79120142	-134	4921511C10Rik	+	7.00	9.30	4.00	-1.34	-1.75
chr3	79475474	79475582	29	4930589L23Rik	+	10.75	10.55	10.24	1.02	-1.05
chr3	79475889	79475989	440	4930589L23Rik	+	9.75	12.48	2.57	-1.28	-3.81
chr3	79536757	79536857	421	4930579G24Rik	+	4.00	1.50	4.00	2.71	-1
chr3	79793161	79793261	-26	Gask1b	+	4.50	3.90	3.00	1.14	-1.5
chr3	82014138	82014238	-572	Mir7010	+	17.00	10.49	15.45	1.62	-1.1
chr3	82014245	82014435	-724	Mir7010	+	26.00	20.31	18.86	1.28	-1.38
chr3	82783607	82783707	133	Rbm46	+	5.00	11.80	6.00	-2.36	1.2
chr3	83748790	83748890	75	Tlr2	+	6.50	7.90	10.00	-1.21	1.54
chr3	83947343	83947443	75	Tmem131l	+	7.25	3.29	2.07	2.18	-3.51
chr3	84063849	84063949	-806	Mnd1	+	24.25	17.65	9.29	1.37	-2.62
chr3	84500433	84500533	-398	Tigd4	+	12.00	13.80	12.00	-1.15	-1
chr3	84500889	84501002	64	Tigd4	+	9.50	10.22	11.74	-1.08	1.23
chr3	87082280	87082380	-486	Kirrel1	+	16.75	9.38	24.60	1.78	1.47
chr3	87855190	87855290	-760	Crabp2	+	5.50	9.30	10.50	-1.7	1.91
chr3	87985522	87985683	9	Ttc24	+	19.50	15.20	24.00	1.28	1.23
chr3	88231336	88231436	-944	Glmp	+	15.00	23.60	23.50	-1.57	1.56
chr3	88231599	88231775	-643	Glmp	+	13.50	18.20	15.00	-1.35	1.11
chr3	88242508	88242738	-883	Tmem79	+	42.25	28.00	55.38	1.51	1.31
chr3	88363180	88363280	-162	Sema4a	+	4.75	0.95	4.22	5.08	-1.13
chr3	88367113	88367238	-767	Sema4a	+	28.25	28.74	40.99	-1.02	1.45
chr3	88461105	88461205	132	Ubqln4	+	12.00	13.80	7.00	-1.15	-1.72
chr3	88536664	88536856	-20	Arhgef2	+	100.75	64.24	106.06	1.57	1.05
chr3	88623129	88623229	-982	Rit1	+	16.00	12.80	31.90	1.25	2
chr3	88624035	88624135	-76	Rit1	+	12.50	8.08	7.29	1.55	-1.72
chr3	89245133	89245352	93	Efna4	+	18.75	14.61	23.82	1.29	1.27
chr3	89299688	89299824	-380	Zbtb7b	+	33.00	26.10	34.40	1.27	1.04
chr3	89337681	89337781	210	Pygo2	+	21.00	13.17	12.60	1.6	-1.67
chr3	89337884	89337984	-113	Pygo2	+	16.50	12.42	19.08	1.33	1.15
chr3	89960044	89960222	24	4933434E20Rik	+	11.00	3.90	12.50	2.8	1.13
chr3	90373458	90373652	-382	Npr1	+	40.50	45.14	51.54	-1.12	1.27
chr3	90420870	90420970	717	S100a1	+	6.00	16.20	7.00	-2.71	1.16
chr3	90433297	90433458	-779	S100a14	+	195.50	156.89	202.69	1.25	1.04
chr3	90493908	90494008	-301	S100a3	+	11.75	8.71	9.20	1.36	-1.28
chr3	90575857	90575957	-471	S100a8	+	3.75	6.68	6.75	-1.77	1.8
chr3	92050336	92050534	-374	Lelp1	+	15.50	16.70	14.50	-1.08	-1.07
chr3	92050751	92050851	-740	Lelp1	+	42.25	35.19	32.59	1.2	-1.29
chr3	92715453	92715553	-305	Lce1k	+	4.25	11.14	4.78	-2.62	1.12
chr3	94490284	94490384	-311	Snx27	+	9.50	10.30	5.00	-1.09	-1.9
chr3	94490425	94490525	-452	Snx27	+	11.75	3.33	3.07	3.49	-3.84
chr3	94490623	94490723	-650	Snx27	+	15.75	8.27	14.73	1.91	-1.07
chr3	94881601	94881709	-387	Pi4kb	+	7.25	10.44	8.29	-1.44	1.14
chr3	95125169	95125269	34	Gabpb2	+	28.25	16.27	43.04	1.73	1.52
chr3	95311013	95311233	-980	Ctxnd2	+	31.00	35.90	39.90	-1.16	1.29
chr3	95966126	95966226	-409	Vps45	+	9.25	11.49	15.93	-1.24	1.72
chr3	96147608	96147708	-8	H2ac18	+	4.00	3.40	4.50	1.16	1.12
chr3	96148093	96148268	-490	H2ac19	+	33.50	25.72	31.37	1.3	-1.07
chr3	96503139	96503239	-763	Ankrd34a	+	27.25	18.03	26.75	1.51	-1.02
chr3	96576831	96576989	-537	Ankrd35	+	112.00	122.45	146.86	-1.09	1.31
chr3	96603343	96603443	-298	Pias3	+	18.50	8.90	15.00	2.09	-1.24
chr3	96635444	96635637	613	Rnf115	+	119.75	99.84	121.58	1.2	1.02
chr3	96813014	96813148	-467	Gpr89	+	17.00	17.70	19.00	-1.04	1.12
chr3	98067912	98068012	12	Adam30	+	4.50	5.90	4.00	-1.31	-1.13
chr3	100070463	100070563	734	Gdap2	+	5.50	7.24	0.55	-1.31	-10.02
chr3	100599381	100599481	-350	Gm43464	+	15.50	12.88	16.53	1.2	1.06
chr3	100599489	100599589	-242	Gm43464	+	17.25	15.48	21.82	1.11	1.26
chr3	100599628	100599728	-103	Gm43464	+	25.00	15.39	22.96	1.62	-1.09
chr3	101744222	101744407	-775	Mab21l3	+	10.50	18.20	15.00	-1.73	1.43
chr3	102112356	102112484	-411	Vangl1	+	54.75	33.63	39.81	1.63	-1.37
chr3	102112501	102112601	-542	Vangl1	+	38.75	32.37	31.00	1.2	-1.25
chr3	102169509	102169609	-162	A230001M10Rik	+	52.75	92.21	85.32	-1.75	1.62
chr3	103716732	103716859	-38	Ap4b1	+	5.50	3.58	7.70	1.52	1.4
chr3	103717237	103717337	454	Ap4b1	+	13.25	19.83	25.48	-1.49	1.92
chr3	104960936	104961036	-524	Cttnbp2nl	+	12.50	15.20	8.50	-1.22	-1.47
chr3	104961181	104961281	-769	Cttnbp2nl	+	11.00	12.80	16.50	-1.16	1.5
chr3	104961286	104961386	-874	Cttnbp2nl	+	18.50	19.20	21.50	-1.04	1.16
chr3	105612006	105612130	153	Inka2	+	11.50	12.30	10.50	-1.07	-1.1
chr3	105612281	105612381	416	Inka2	+	12.25	12.54	14.29	-1.02	1.16
chr3	105811330	105811430	-357	Adora3	+	11.25	7.88	8.04	1.44	-1.4
chr3	105865945	105866045	584	Atp5pb	+	13.25	10.60	6.12	1.25	-2.17
chr3	105940174	105940274	-13	Chil5	+	6.75	7.14	15.06	-1.05	2.23
chr3	105941024	105941124	-863	Chil5	+	9.00	9.30	7.50	-1.04	-1.2
chr3	107128963	107129063	35	Cym	+	5.50	8.90	9.00	-1.61	1.63
chr3	107147138	107147238	-165	Prok1	+	5.25	8.88	7.35	-1.7	1.4
chr3	107366487	107366587	-323	Kcnc4	+	13.00	15.20	19.00	-1.17	1.46
chr3	107366817	107366917	-653	Kcnc4	+	4.50	3.40	7.50	1.31	1.66
chr3	107501887	107501987	-410	Alx3	+	26.75	32.69	21.70	-1.22	-1.23
chr3	107502017	107502117	-280	Alx3	+	16.25	26.93	16.25	-1.66	-1
chr3	107539299	107539399	-323	Strip1	+	4.50	11.80	10.50	-2.62	2.33
chr3	107850609	107850746	37	Gstm6	+	13.50	11.30	22.00	1.19	1.63
chr3	107850790	107850890	-126	Gstm6	+	24.50	14.80	22.00	1.66	-1.12
chr3	108323110	108323262	-291	Celsr2	+	30.50	20.04	31.43	1.52	1.03
chr3	108444760	108444966	-37	Cfap276	+	103.50	90.19	133.23	1.15	1.29
chr3	108646189	108646289	-735	Aknad1	+	8.00	19.95	5.87	-2.49	-1.37
chr3	108819046	108819146	-51	Prpf38b	+	5.00	10.30	11.00	-2.07	2.2
chr3	108819155	108819255	-160	Prpf38b	+	6.00	10.30	12.00	-1.72	2
chr3	108987106	108987279	-623	Slc25a54	+	64.75	57.34	62.63	1.13	-1.03
chr3	108987495	108987595	-270	Slc25a54	+	26.75	16.73	31.28	1.6	1.17
chr3	114697561	114697661	-116	Olfm3	+	11.00	8.40	8.00	1.32	-1.38
chr3	114697823	114697923	146	Olfm3	+	8.75	10.99	8.75	-1.26	-1
chr3	114698084	114698184	-150	Olfm3	+	13.50	21.20	23.00	-1.57	1.7
chr3	115509492	115509592	-838	S1pr1	+	2.00	3.00	2.50	-1.48	1.25
chr3	116047082	116047210	-13	Gpr88	+	18.50	30.50	26.00	-1.65	1.4
chr3	116222303	116222403	37	Cdc14a	+	17.50	16.24	13.90	1.08	-1.26
chr3	116222489	116222601	-155	Cdc14a	+	38.25	33.85	34.48	1.13	-1.11
chr3	116301976	116302076	-202	Rtca	+	9.00	14.87	7.41	-1.66	-1.22
chr3	116408856	116408956	-670	Trmt13	+	11.75	5.78	15.84	2.03	1.35
chr3	116652451	116652568	-707	Frrs1	+	33.75	36.63	26.19	-1.09	-1.29
chr3	118354932	118355032	-847	Dpyd	+	2.50	12.30	9.50	-4.92	3.79
chr3	121437608	121437708	-524	A730020M07Rik	+	10.75	7.23	11.26	1.49	1.05
chr3	121437989	121438089	-905	A730020M07Rik	+	7.00	10.80	8.50	-1.55	1.21
chr3	121463793	121463893	-569	4930432M17Rik	+	12.75	3.33	4.08	3.78	-3.13
chr3	121609555	121609709	-681	Abcd3	+	16.00	11.80	13.00	1.36	-1.23
chr3	122276618	122276718	-550	Bcar3	+	7.50	9.19	10.71	-1.23	1.43
chr3	122414008	122414144	-713	Fnbp1l	+	22.25	31.92	28.36	-1.43	1.28
chr3	122414237	122414337	-924	Fnbp1l	+	19.50	17.20	13.50	1.13	-1.45
chr3	122828657	122828800	-92	Myoz2	+	34.75	39.12	37.67	-1.12	1.08
